NA, FW_VERSION, FW_DATE 
HP8753ES,07.74,"Oct 30, 2002"
DATE, TIME,
"28 Mar 2014 ","09:55:09",
CHAN,MEAS,FORMAT
1,S11,PHASE
CHAN_START_FREQ,CHAN_STOP_FREQ,
50000000,1000000000,
POINTS, POWER, IF_BW
401,1E1,3700
TIME,UNITS,
pS,deg,
-20000, 8.0993E+1,
-18895, 1.6878E+2,
-17789,-1.6312E+2,
-16684,-1.5519E+2,
-15579,-1.3372E+2,
-14474,-9.2964E+1,
-13368,-6.0522E+1,
-12263,-3.6891E+1,
-11158,-1.5971E+1,
-10053, 3.1992E+1,
-8947, 1.3408E+2,
-7842, 2.9947E+1,
-6737,-5.2322E+1,
-5632,-9.2344E+1,
-4526,-2.0108E+1,
-3421, 2.6367E+1,
-2316, 1.3396E+2,
-1211,-1.7534E+2,
-105, 5.5427E+1,
1000,-9.657E+1,
2105, 2.9123E+1,
3211,-1.7589E+2,
4316,-1.8734E+1,
5421, 1.6703E+2,
6526,-5.9642E+0,
7632,-1.5498E+2,
8737, 1.1693E+2,
9842,-3.3955E+1,
10947, 9.997E+1,
12053,-1.3698E+2,
13158,-1.7417E+2,
14263,-7.4295E-1,
15368,-1.2463E+2,
16474, 3.5986E+1,
17579, 1.3075E+2,
18684,-1.4032E+2,
19789,-3.1963E+1,
20895, 1.1826E+2,
22000,-1.1016E+2,
23105,-2.715E+1,
24211, 1.3845E+2,
25316,-6.473E+1,
26421,-1.2881E+1,
27526, 1.1141E+2,
28632, 1.2437E+2,
29737,-1.626E+2,
30842,-9.0592E+1,
31947,-2.0814E+1,
33053, 6.3603E+1,
34158, 1.6032E+2,
35263,-1.5345E+2,
36368,-6.2065E+1,
37474, 6.5204E+0,
38579,-2.4252E+1,
39684, 1.6063E+2,
40789,-3.6052E+1,
41895, 7.2602E+1,
43000, 1.5885E+2,
44105,-1.1312E+2,
45210, 2.5571E+1,
46316,-1.4454E+2,
47421,-1.5016E+1,
48526,-6.618E+1,
49632, 9.4418E+1,
50737, 9.7546E+1,
51842,-1.5286E+2,
52947,-8.7208E+1,
54053, 7.1919E+0,
55158, 8.73E+1,
56263,-1.5301E+2,
57368,-1.0451E+1,
58474,-1.3358E+1,
59579, 9.7905E+1,
60684,-1.3292E+2,
61789,-1.1301E+2,
62895,-3.024E+0,
64000, 1.3313E+2,
65105,-2.2993E+1,
66210, 3.4206E+1,
67316, 1.27E+2,
68421, 1.5666E+2,
69526,-1.3899E+2,
70632,-8.1004E+1,
71737, 4.8698E+1,
72842, 9.4304E+1,
73947,-1.135E+2,
75053,-2.7502E+1,
76158,-1.7712E+2,
77263,-8.5707E+1,
78368,-4.1924E+1,
79474,-1.6068E+1,
80579, 1.9874E+1,
81684, 4.9025E+1,
82789, 1.1797E+2,
83895, 1.2017E+2,
85000,-1.7164E+2,
86105,-8.6962E+1,
87210, 1.1411E+1,
88316, 8.8327E+1,
89421,-1.0475E+2,
90526,-4.1243E+1,
91632, 1.1101E+2,
92737, 7.0962E+1,
93842,-1.2598E+2,
94947,-1.2652E+2,
96053,-3.6049E+1,
97158,-1.2921E+2,
98263,-4.2204E+1,
99368,-3.3327E+1,
100474, 6.0039E+1,
101579, 1.0784E+2,
102684, 1.6765E+2,
103789,-7.7114E+1,
104895, 1.3505E+2,
106000,-1.5049E+2,
107105,-6.7935E+1,
108210, 1.7868E+1,
109316, 8.7082E+1,
110421, 1.5817E+2,
111526, 1.7113E+2,
112632,-1.2312E+2,
113737,-1.674E+2,
114842,-1.3425E+2,
115947,-4.3249E+1,
117053,-3.6194E+1,
118158, 5.3553E+1,
119263, 1.1367E+2,
120368,-1.4569E+1,
121474, 1.0619E+2,
122579, 5.1216E+1,
123684,-2.3994E+1,
124789, 5.4174E+1,
125895, 6.3784E+1,
127000, 1.5934E+2,
128105, 1.3419E+2,
129210,-7.5181E+1,
130316, 1.4003E+2,
