NA, FW_VERSION, FW_DATE 
HP8753ES,07.74,"Oct 30, 2002"
DATE, TIME,
"16 Apr 2014 ","10:31:02",
CHAN,MEAS,FORMAT
1,S11,POLAR
CHAN_START_FREQ,CHAN_STOP_FREQ,
50000000,1000000000,
POINTS, POWER, IF_BW
401,1E1,3700
TIME,UNITS,UNITS
pS,U,deg
-20000, 3.801E-4, 1.3225E+2
-18895, 2.6379E-4, 1.7327E+2
-17789, 2.619E-4,-1.7577E+2
-16684, 3.2307E-4,-1.7092E+2
-15579, 4.7409E-4,-1.555E+2
-14474, 7.4247E-4,-6.5143E+1
-13368, 3.7314E-4,-1.0381E+2
-12263, 4.1491E-4,-4.6861E+1
-11158, 3.6948E-4, 1.7606E+0
-10053, 3.3585E-4, 2.5955E-1
-8947, 3.7272E-4, 1.1868E+2
-7842, 3.0581E-4, 2.4844E+1
-6737, 2.4695E-4,-1.0789E+2
-5632, 2.8082E-4,-1.5031E+2
-4526, 1.4253E-3,-2.9508E+1
-3421, 7.5234E-4, 5.1139E+1
-2316, 8.3661E-4, 1.0151E+2
-1211, 5.4733E-2, 1.7309E+2
-105, 3.8087E-1, 4.7899E+1
1000, 4.3213E-1,-1.0212E+2
2105, 1.4387E-1, 2.5649E+1
3211, 1.459E-1, 1.788E+2
4316, 1.1175E-1,-2.4296E+1
5421, 1.221E-1, 1.6256E+2
6526, 1.9334E-1,-9.7298E+0
7632, 1.3861E-1,-1.6016E+2
8737, 8.1016E-2, 1.1392E+2
9842, 8.0652E-2,-3.6337E+1
10947, 5.2051E-2, 1.0122E+2
12053, 3.0164E-2,-1.363E+2
13158, 1.1968E-2, 1.7259E+2
14263, 2.767E-2,-5.9161E+0
15368, 1.9284E-2,-1.217E+2
16474, 1.0328E-2, 4.4828E+1
17579, 4.7879E-3, 1.0502E+2
18684, 2.3179E-3, 1.5455E+2
19789, 3.9402E-3,-4.3341E+1
20895, 8.5334E-3, 1.183E+2
22000, 4.469E-3,-1.244E+2
23105, 5.5202E-3,-6.3073E+1
24211, 3.6736E-3, 4.4534E+1
25316, 1.8262E-3, 1.7498E+2
26421, 2.1189E-3,-2.1013E+1
27526, 1.7074E-3, 6.6389E+1
28632, 2.2252E-3, 1.3725E+2
29737, 1.1999E-3, 1.7981E+2
30842, 1.4163E-3,-1.1511E+2
31947, 9.7339E-4, 1.6013E+1
33053, 1.717E-3,-1.6187E+2
34158, 1.792E-3,-9.0277E+1
35263, 3.4309E-3,-1.8368E+1
36368, 4.4819E-3, 7.0216E+1
37474, 2.8818E-3, 1.4143E+2
38579, 6.2217E-3,-1.5324E+2
39684, 4.6517E-3,-5.2522E+1
40789, 4.3011E-3,-7.4075E+0
41895, 4.9325E-3, 7.0101E+1
43000, 4.2034E-3, 1.5371E+2
44105, 3.3479E-3,-1.4534E+2
45210, 3.6535E-3,-5.1688E+1
46316, 1.7854E-3, 5.0514E+1
47421, 1.6919E-3, 9.3937E+1
48526, 1.7782E-3,-1.2908E+2
49632, 6.7032E-4,-2.5446E+1
50737, 1.3506E-3, 4.4771E+1
51842, 9.8222E-4, 1.7267E+2
52947, 1.3263E-3, 1.4334E+2
54053, 1.3926E-3,-1.0919E+2
55158, 9.5292E-4,-9.3686E+0
56263, 3.2613E-4, 6.1771E+0
57368, 1.169E-3,-7.9964E+1
58474, 1.2754E-3, 5.2137E+1
59579, 1.0052E-3, 1.3642E+2
60684, 5.5634E-4,-1.4816E+2
61789, 3.491E-4,-9.2048E+1
62895, 1.3965E-4, 2.5565E+1
64000, 5.5535E-4,-9.9564E+0
65105, 3.643E-4, 1.3112E+2
66210, 4.6349E-4,-7.9906E+1
67316, 5.9816E-4, 6.284E+1
68421, 3.0238E-4, 1.2028E+2
69526, 1.6122E-4,-1.471E+2
70632, 4.3541E-4,-1.3043E+2
71737, 2.69E-4,-2.5509E+1
72842, 5.8607E-4, 8.0763E+1
