NA, FW_VERSION, FW_DATE 
HP8753ES,07.74,"Oct 30, 2002"
DATE, TIME,
"28 Mar 2014 ","10:12:28",
CHAN,MEAS,FORMAT
1,S11,LOG_MAG
CHAN_START_FREQ,CHAN_STOP_FREQ,
50000000,1000000000,
POINTS, POWER, IF_BW
401,1E1,3700
TIME,UNITS,
pS,dB,
0,-7.8001,
1055,-7.9166,
2111,-16.595,
3166,-16.664,
4221,-18.933,
5276,-18.45,
6332,-14.432,
7387,-15.529,
8442,-22.318,
9497,-21.835,
10553,-24.458,
11608,-26.602,
12663,-37.048,
13718,-31.451,
14774,-33.014,
15829,-35.164,
16884,-40.753,
17939,-45.051,
18995,-51.691,
20050,-44.137,
21105,-39.681,
22161,-45.993,
23216,-46.453,
24271,-50.445,
25326,-55.886,
26382,-53.714,
27437,-57.245,
28492,-54.826,
29547,-60.139,
30603,-61.639,
31658,-49.395,
32713,-48.409,
33768,-56.014,
34824,-45.593,
35879,-54.327,
36934,-49.36,
37989,-45.53,
39045,-49.335,
40100,-43.642,
41155,-47.518,
42211,-51.134,
43266,-52.25,
44321,-54.668,
45376,-53.904,
46432,-60.729,
47487,-60.419,
48542,-53.998,
49597,-52.227,
50653,-60.42,
51708,-52.445,
52763,-54.904,
53818,-57.752,
54874,-62.156,
55929,-60.054,
56984,-61.716,
58039,-75.941,
59095,-61.772,
60150,-61.687,
61205,-62.849,
62260,-60.048,
63316,-62.403,
64371,-63.452,
65426,-66.488,
66482,-80.91,
67537,-67.899,
68592,-82.087,
69647,-70.56,
70703,-68.887,
71758,-68.69,
72813,-68.234,
73868,-64.552,
74924,-64.764,
75979,-68.31,
77034,-61.501,
78089,-63.039,
79145,-65.72,
80200,-67.603,
81255,-67.811,
82310,-71.982,
83366,-67.926,
84421,-69.393,
85476,-70.449,
86532,-72.967,
87587,-71.438,
88642,-72.465,
89697,-69.464,
90753,-69.392,
91808,-74.405,
92863,-70.406,
93918,-83.946,
94974,-73.978,
96029,-72.807,
97084,-77.68,
98139,-75.235,
99195,-70.222,
100250,-82.2,
101305,-78.446,
102360,-92.21,
103416,-81.4,
104471,-78.305,
105526,-75.589,
106582,-72.575,
107637,-76.458,
108692,-78.923,
109747,-85.001,
110803,-79.883,
111858,-77.561,
112913,-77.597,
113968,-81.107,
115024,-81.593,
116079,-76.475,
117134,-79.035,
118189,-77.663,
119245,-81.164,
120300,-109.9,
121355,-83.51,
122410,-77.549,
123466,-76.932,
124521,-76.104,
125576,-82.664,
126632,-85.52,
127687,-94.474,
128742,-79.257,
129797,-81.655,
130853,-86.131,
131908,-85.355,
132963,-87.862,
134018,-85.692,
135074,-80.82,
136129,-98.828,
137184,-85.788,
138239,-87.402,
139295,-80.234,
140350,-83.89,
141405,-81.713,
142460,-103.25,
143516,-94.81,
144571,-82.199,
145626,-81.423,
146681,-92.998,
147737,-93.364,
148792,-86.271,
149847,-96.262,
150903,-84.221,
151958,-81.278,
153013,-84.773,
154068,-86.412,
155124,-77.066,
156179,-88.201,
157234,-77.188,
158289,-83.095,
159345,-95.788,
160400,-92.66,
161455,-84.04,
162510,-83.02,
163566,-98.229,
164621,-92.263,
165676,-90.283,
166731,-88.58,
167787,-78.205,
168842,-74.352,
169897,-75.388,
170953,-82.658,
172008,-80.47,
173063,-76.297,
174118,-89.314,
175174,-74.985,
176229,-78.082,
177284,-73.301,
178339,-71.748,
179395,-76.581,
180450,-76.599,
181505,-75.254,
182560,-73.176,
183616,-72.245,
184671,-69.209,
185726,-78.827,
186781,-94.634,
187837,-96.058,
188892,-83.152,
189947,-81.376,
191003,-88.789,
192058,-82.513,
193113,-80.847,
194168,-80.846,
195224,-84.006,
196279,-91.837,
197334,-86.846,
198389,-84.498,
199445,-90.338,
200500,-87.348,
201555,-82.049,
202610,-88.877,
203666,-90.947,
204721,-87.426,
205776,-88.768,
206831,-96.115,
207887,-85.674,
