NA, FW_VERSION, FW_DATE 
HP8753ES,07.74,"Oct 30, 2002"
DATE, TIME,
"28 Mar 2014 ","10:05:53",
CHAN,MEAS,FORMAT
1,S11,PHASE
CHAN_START_FREQ,CHAN_STOP_FREQ,
50000000,1000000000,
POINTS, POWER, IF_BW
401,1E1,3700
FREQUENCY,UNITS,
Hz,deg,
50000000,-1.0492E+2,
52375000,-1.0954E+2,
54750000,-1.1392E+2,
57125000,-1.1814E+2,
59500000,-1.2235E+2,
61875000,-1.2649E+2,
64250000,-1.3088E+2,
66625000,-1.35E+2,
69000000,-1.3912E+2,
71375000,-1.4324E+2,
73750000,-1.4734E+2,
76125000,-1.5182E+2,
78500000,-1.5624E+2,
80875000,-1.6085E+2,
83250000,-1.656E+2,
85625000,-1.7039E+2,
88000000,-1.757E+2,
90375000, 1.7894E+2,
92750000, 1.7312E+2,
95125000, 1.6678E+2,
97500000, 1.602E+2,
99875000, 1.521E+2,
102250000, 1.4324E+2,
104625000, 1.3394E+2,
107000000, 1.2539E+2,
109375000, 1.2027E+2,
111750000, 1.1464E+2,
114125000, 1.0829E+2,
116500000, 1.0833E+2,
118875000, 9.6799E+1,
121250000, 7.6992E+1,
123625000, 4.5537E+1,
126000000,-6.9681E+0,
128375000,-6.4788E+1,
130750000,-1.0012E+2,
133125000,-1.2359E+2,
135500000,-1.4139E+2,
137875000,-1.5605E+2,
140250000,-1.6897E+2,
142625000,-1.78E+2,
145000000, 1.7999E+2,
147375000,-1.7323E+2,
149750000,-1.6306E+2,
152125000,-1.5762E+2,
154500000,-1.5841E+2,
156875000,-1.6374E+2,
159250000,-1.7029E+2,
161625000,-1.7733E+2,
164000000, 1.7462E+2,
166375000, 1.6585E+2,
168750000, 1.5669E+2,
171125000, 1.4799E+2,
173500000, 1.4166E+2,
175875000, 1.4041E+2,
178250000, 1.4751E+2,
180625000, 1.582E+2,
183000000, 1.6562E+2,
185375000, 1.6848E+2,
187750000, 1.6753E+2,
190125000, 1.6545E+2,
192500000, 1.6388E+2,
194875000, 1.6105E+2,
197250000, 1.611E+2,
199625000, 1.6714E+2,
202000000,-1.6167E+2,
204375000,-1.3575E+2,
206750000,-1.333E+2,
209125000,-1.3778E+2,
211500000,-1.4566E+2,
213875000,-1.5077E+2,
216250000,-1.5767E+2,
218625000,-1.6206E+2,
221000000,-1.6502E+2,
223375000,-1.6767E+2,
225750000,-1.6759E+2,
228125000,-1.6754E+2,
230500000,-1.7101E+2,
232875000,-1.7739E+2,
235250000, 1.7438E+2,
237625000, 1.6969E+2,
240000000, 1.651E+2,
242375000, 1.6195E+2,
244750000, 1.5986E+2,
247125000, 1.5648E+2,
249500000, 1.5445E+2,
251875000, 1.5146E+2,
254250000, 1.4844E+2,
256625000, 1.4662E+2,
259000000, 1.4327E+2,
261375000, 1.4071E+2,
263750000, 1.3781E+2,
266125000, 1.3375E+2,
268500000, 1.3136E+2,
270875000, 1.2839E+2,
273250000, 1.253E+2,
275625000, 1.2358E+2,
278000000, 1.203E+2,
280375000, 1.1833E+2,
282750000, 1.1704E+2,
285125000, 1.1349E+2,
287500000, 1.1186E+2,
289875000, 1.0852E+2,
292250000, 1.0528E+2,
294625000, 1.0449E+2,
297000000, 1.0192E+2,
299375000, 1.0339E+2,
301750000, 1.0498E+2,
304125000, 1.1122E+2,
306500000, 1.2155E+2,
308875000, 1.3286E+2,
311250000, 1.4259E+2,
313625000, 1.481E+2,
316000000, 1.4932E+2,
318375000, 1.4846E+2,
320750000, 1.4871E+2,
323125000, 1.4752E+2,
325500000, 1.4696E+2,
327875000, 1.4659E+2,
330250000, 1.4479E+2,
332625000, 1.4435E+2,
335000000, 1.4322E+2,
337375000, 1.4107E+2,
339750000, 1.3985E+2,
342125000, 1.3692E+2,
344500000, 1.3424E+2,
346875000, 1.3261E+2,
349250000, 1.292E+2,
351625000, 1.2797E+2,
