NA, FW_VERSION, FW_DATE 
HP8753ES,07.74,"Oct 30, 2002"
DATE, TIME,
"16 Apr 2014 ","10:25:38",
CHAN,MEAS,FORMAT
3,S12,POLAR
CHAN_START_FREQ,CHAN_STOP_FREQ,
50000000,1000000000,
POINTS, POWER, IF_BW
401,1E1,3700
TIME,UNITS,UNITS
pS,U,deg
-20000, 1.0546E-5,-2.2253E+1
-18895, 6.3996E-6,-5.061E+1
-17789, 5.1406E-6, 8.0443E+1
-16684, 3.183E-6,-3.0359E+1
-15579, 1.9083E-6, 7.2668E+1
-14474, 7.5703E-6, 2.1736E+1
-13368, 3.6321E-6, 1.4499E+2
-12263, 7.3855E-6, 1.1942E+2
-11158, 9.3666E-6,-1.2296E+2
-10053, 6.8647E-6,-1.3956E+2
-8947, 1.5464E-5,-4.6417E+1
-7842, 1.9578E-5,-4.5593E-1
-6737, 2.427E-5, 7.9886E+1
-5632, 1.9117E-5, 9.33E+1
-4526, 2.9673E-5, 1.6222E+2
-3421, 1.8676E-5, 1.7523E+2
-2316, 4.8445E-5,-1.0326E+2
-1211, 9.2525E-5, 5.7404E-1
-105, 1.4495E-3, 4.5751E+1
1000, 1.1216E-2,-8.8518E+1
2105, 1.6752E-2, 1.2861E+2
3211, 8.7121E-3,-6.6975E+0
4316, 2.4566E-3,-1.0662E+2
5421, 1.3322E-4,-1.4341E+2
6526, 3.9708E-4, 1.1886E+1
7632, 2.3759E-3,-3.2298E+1
8737, 2.9135E-3,-1.4377E+2
9842, 3.057E-3, 1.5732E+2
10947, 3.1883E-3, 2.6334E+1
12053, 1.7986E-3,-1.196E+2
13158, 1.6669E-3, 1.626E+2
14263, 2.7884E-3, 4.6897E+1
15368, 4.4063E-4, 3.0075E-1
16474, 1.9708E-3,-1.008E+2
17579, 6.2735E-4, 1.0736E+2
18684, 6.3312E-4, 6.4087E+1
19789, 1.2268E-3,-9.0098E+1
20895, 1.8065E-4, 5.3124E+1
22000, 4.6065E-4, 1.1354E+2
23105, 2.0466E-4, 7.0601E+1
24211, 2.1348E-4, 1.5207E+2
25316, 4.711E-4,-1.6344E+2
26421, 5.1794E-4,-4.5545E+1
27526, 2.4276E-4, 6.0768E+0
28632, 1.5085E-4, 1.3675E+2
29737, 9.9841E-5, 6.4357E+1
30842, 2.0657E-4, 6.999E+1
31947, 1.5433E-4,-1.632E+2
33053, 2.6363E-4, 1.3595E+2
34158, 5.6699E-4,-9.2905E+1
35263, 4.7404E-4,-1.7496E+1
36368, 5.7167E-4, 7.9084E+1
37474, 6.3092E-4, 1.4735E+2
38579, 5.0475E-4,-6.2236E+1
39684, 3.9719E-4,-1.1808E+2
40789, 1.512E-4,-1.6405E+1
41895, 5.1387E-4, 9.4592E+0
43000, 8.8826E-4, 1.1249E+2
44105, 4.7941E-4,-1.5219E+2
45210, 4.9632E-4,-9.3128E+1
46316, 2.444E-4,-5.2224E+1
47421, 3.6919E-4, 2.1712E+0
48526, 6.6576E-4, 7.1558E+1
49632, 6.5779E-4,-1.6426E+2
50737, 3.7866E-4, 1.4767E+1
51842, 3.0369E-4,-1.5798E+2
52947, 3.9614E-4,-1.0818E+2
54053, 6.8085E-4, 7.9857E+0
55158, 3.774E-4, 1.6772E+2
56263, 8.8336E-5, 9.3009E+1
57368, 4.9119E-4, 9.3043E+1
58474, 7.763E-4,-1.395E+2
59579, 7.3865E-4,-1.639E+1
60684, 2.2441E-4, 4.9918E+1
61789, 1.8431E-4, 1.6995E+2
62895, 2.4505E-4, 7.1208E+1
64000, 2.9456E-4,-1.6772E+2
65105, 2.0513E-4,-9.7677E+1
66210, 1.9442E-4,-2.9581E+0
67316, 6.0155E-5, 1.7149E+2
68421, 1.1451E-4, 1.0953E+1
69526, 1.4046E-4, 8.112E+1
70632, 2.5573E-4,-1.6877E+2
71737, 1.7026E-4,-7.0605E+1
72842, 1.7721E-4, 2.6496E+1
