NA, FW_VERSION, FW_DATE 
HP8753ES,07.74,"Oct 30, 2002"
DATE, TIME,
"28 Mar 2014 ","09:37:34",
CHAN,MEAS,FORMAT
3,S12,LOG_MAG
CHAN_START_FREQ,CHAN_STOP_FREQ,
50000000,1000000000,
POINTS, POWER, IF_BW
401,1E1,3700
TIME,UNITS,
pS,dB,
-20000,-108.12,
-18895,-100.62,
-17789,-111.27,
-16684,-104.34,
-15579,-104.59,
-14474,-100.52,
-13368,-102.8,
-12263,-99.941,
-11158,-104.25,
-10053,-99.568,
-8947,-95.904,
-7842,-98.629,
-6737,-93.674,
-5632,-98.438,
-4526,-92.186,
-3421,-94.023,
-2316,-87.345,
-1211,-82.626,
-105,-56.469,
1000,-38.991,
2105,-35.663,
3211,-41.453,
4316,-52.909,
5421,-59.686,
6526,-64.308,
7632,-48.784,
8737,-47.362,
9842,-46.149,
10947,-47.766,
12053,-52.501,
13158,-53.25,
14263,-49.562,
15368,-61.753,
16474,-51.358,
17579,-64.004,
18684,-60.78,
19789,-57.228,
20895,-61.672,
22000,-57.665,
23105,-62.296,
24211,-57.849,
25316,-59.41,
26421,-58.504,
27526,-62.072,
28632,-61.393,
29737,-65.65,
30842,-64.119,
31947,-68.425,
33053,-79.651,
34158,-79.747,
35263,-77.356,
36368,-64.89,
37474,-72.837,
38579,-71.372,
39684,-68.356,
40789,-64.887,
41895,-63.008,
43000,-66.243,
44105,-67.517,
45210,-69.342,
46316,-71.436,
47421,-64.283,
48526,-69.548,
49632,-69.505,
50737,-64.132,
51842,-75.159,
52947,-63.019,
54053,-79.208,
55158,-72.493,
56263,-77.826,
57368,-68.89,
58474,-77.022,
59579,-68.367,
60684,-76.908,
61789,-71.932,
62895,-70.578,
64000,-75.526,
65105,-75.231,
66210,-83.007,
67316,-73.409,
68421,-78.687,
69526,-75.165,
70632,-75.615,
71737,-73.88,
72842,-73.977,
73947,-74.601,
75053,-76.366,
76158,-77.638,
77263,-79.723,
78368,-80.236,
79474,-88.797,
80579,-87.302,
81684,-86.108,
82789,-79.795,
83895,-81.771,
85000,-84.304,
86105,-84.184,
87210,-81.544,
88316,-84.336,
89421,-82.304,
90526,-85.805,
91632,-89.482,
92737,-81.466,
93842,-80.412,
94947,-80.128,
96053,-81.92,
97158,-81.205,
98263,-79.052,
99368,-80.65,
100474,-78.467,
101579,-82.535,
102684,-83.867,
103789,-85.931,
104895,-86.011,
106000,-85.751,
107105,-84.042,
108210,-84.898,
109316,-83.857,
110421,-84.064,
111526,-86.161,
112632,-90.921,
113737,-92.061,
114842,-86.993,
115947,-85.25,
117053,-83.681,
118158,-83.582,
119263,-83.992,
120368,-86.582,
121474,-88.875,
122579,-94.239,
123684,-92.823,
124789,-90.091,
125895,-89.884,
127000,-90.097,
128105,-93.48,
129210,-92.219,
130316,-107.37,
131421,-101.45,
132526,-96.388,
133631,-91.255,
134737,-94.879,
135842,-95.547,
136947,-97.167,
138053,-103.55,
139158,-125.46,
140263,-98.031,
141368,-96.422,
142474,-100.02,
143579,-98.263,
144684,-96.74,
145789,-98.386,
146895,-94.441,
148000,-94.521,
149105,-94.767,
150210,-98.58,
151316,-101.66,
152421,-103.97,
153526,-102.15,
154631,-93.886,
155737,-92.948,
156842,-91.664,
157947,-94.89,
159053,-98.728,
160158,-109.05,
161263,-99.996,
162368,-94.845,
163474,-93.931,
164579,-92.839,
165684,-94.853,
166789,-99.238,
167895,-97.654,
169000,-110.81,
170105,-99.453,
171210,-95.521,
172316,-92.253,
173421,-99.659,
174526,-95.244,
175631,-101.11,
176737,-115.46,
177842,-99.759,
178947,-101.48,
180053,-93.105,
181158,-95.98,
182263,-101.79,
183368,-103.26,
184474,-113.61,
185579,-104.24,
186684,-98.394,
187789,-99.609,
188895,-100.42,
190000,-98.36,
191105,-99.353,
192210,-121.12,
193316,-106.67,
194421,-103.57,
195526,-100.94,
